Release Name	Release Meta Language	Orchard Artist	Artist Country	Subaccount Name	Artist URL	Release Artist(s)-Primary Artist(s)	Release Artist(s)-Featuring(s)	Release Artist(s)-Remixer(s)	Release Artist(s)-Composer(s)	Release Artist(s)-Orchestra(s)	Release Artist(s)-Ensemble(s)	Release Artist(s)-Conductor(s)	Release Date	Sale Start Date	iTunes Pre-Order	iTunes Pre-Order Date	Preorder Preview	Album Pricing	Format: Full Length / EP / Single	Imprint	Genre	Sub-genre	[C] Information	Digital UPC	Manufacturer's UPC	Folder Name / Project Code	Product Code	Release Version	File Name	Volume	Track No.	Track Name	Track Audio Language	Version	Track Artist	Track Artist(s) - Featuring(s)	Track Artist(s) - Remixer(s)	Track Artist(s) - Composer(s)	Track Artist(s) - Orchestra(s)	Track Artist(s) - Ensemble(s)	Track Artist(s) - Conductor(s)	Track Pricing	Explicit (No/Yes/Clean)	ISRC	3rd Party Publisher? (Yes/No)	[P] Information	Ownership For This Sound Recording	Country of Recording	Nationality of Original Copyright Owner	Songwriter(s)	Publisher(s)	Performer 1 Type	Performer 1 Legal Name	Performer 1 Main Role	Performer 2 Type	Performer 2 Legal Name	Performer 2 Main Role	Performer 3 Type	Performer 3 Legal Name	Performer 3 Main Role	Performer 4 Type	Performer 4 Legal Name	Performer 4 Main Role	Performer 5 Type	Performer 5 Legal Name	Performer 5 Main Role	Only Include/Only Exclude?	Territories (ISO Codes)	md5 Checksum	Filesize	Is Mastered for iTunes?	Mastering Studio Email-Address	Excluded DMS	Streaming allowed	Bundle Only
WE R WHO WE R	English	WE R WHO WE R	Germany	Blue Door Records Christian Lösch		WE R WHO WE R							2010-12-10	2010-12-10	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821324	4260149821324	1291219297728	1291219297728_00132		1291219297728_01_02.flac	1	2	WE R WHO WE R (Karaoke)	English		WE R WHO WE R							Front	No	DEHT41000877	No	2011 Blue Door Records	I have no master rights	Germany	Germany	COLEMAN,JOSHUA; GOTTWALD,LUKASZ; HINDLIN,JACOB; KASHER, Levin	J KASHER PUBLISHING; SONY ATV																		6fa6af14b8cdbfe1e4e7c6f44012b189	26140094	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
We are the People	English	We are the People	Germany	Blue Door Records Christian Lösch		We are the People							2010-12-03	2010-12-03	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821317	4260149821317	1290885230699	1290885230699_00131		1290885230699_01_01.flac	1	1	We are the People	English		We are the People							Front	No	DEHT41000874	No	2011 Blue Door Records	I have no master rights	Germany	Germany	LITTLEMORE, NICHOLAS GEORGE; STEELE, LUKE JAMES; SLOAN, JONATHAN THOMAS	SONY/ATV MUSIC PUBLISHING AUSTRALIA P/L; UNIVERSAL MUSIC PUBLISHING GMBH																		6320d55ebd57b7c76d9f28eb8cfe7165	37082678	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
We are the People	English	We are the People	Germany	Blue Door Records Christian Lösch		We are the People							2010-12-03	2010-12-03	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821317	4260149821317	1290885230699	1290885230699_00131		1290885230699_01_02.flac	1	2	We are the People (Karaoke)	English		We are the People							Front	No	DEHT41000875	No	2011 Blue Door Records	I have no master rights	Germany	Germany	LITTLEMORE, NICHOLAS GEORGE; STEELE, LUKE JAMES; SLOAN, JONATHAN THOMAS	SONY/ATV MUSIC PUBLISHING AUSTRALIA P/L; UNIVERSAL MUSIC PUBLISHING GMBH																		94a0e2f160ddc573bfa5116392129a66	35992229	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
The Shackle-Wack	English	Toni Bosito	Germany	Blue Door Records Christian Lösch		Toni Bosito							2010-12-10	2010-12-10	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821300	4260149821300	1290712763611	1290712763611_00130		1290712763611_01_01.flac	1	1	The Shackle-Wack	English		Toni Bosito							Front	No	DEHT41000873	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Lösch, Christian	Blue Door Musikverlag																		19b0a9080ffbc3011db86cc068451765	19454308	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Schneewalzer	English	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2010-12-10	2010-12-10	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821294	4260149821294	1290453863341	1290453863341_00129		1290453863341_01_01.flac	1	1	Schneewalzer (Schunkelmix)	English		AA Apres-Ski!							Front	No	DEHT41000871	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Koschat, Thomas	Blue Door Musikverlag																		9c1019a868da9079490f84cc9f64bb2f	22236219	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Schneewalzer	English	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2010-12-10	2010-12-10	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821294	4260149821294	1290453863341	1290453863341_00129		1290453863341_01_02.flac	1	2	Schneewalzer (Schunkelmix)[Karaoke]	English		AA Apres-Ski!							Front	No	DEHT41000872	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Koschat, Thomas	Blue Door Musikverlag																		da2b9c730b4161f62d5fa8fd3e4a35bd	20990174	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Just the way you are	English	Just the way you are	Germany	Blue Door Records Christian Lösch		Just the way you are							2010-12-03	2010-12-03	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821287	4260149821287	1290407208966	1290407208966_00127		1290407208966_01_01.flac	1	1	Just the way you are	English		Just the way you are							Front	No	DEHT41000869	No	2011 Blue Door Records	I have no master rights	Germany	Germany	CAIN, KHARI; HERNANDEZ, PETER GENE; LAWRENCE, PHILIP MARTIN; LEVINE,ARI; WALTON, KHALIL	Universal; EMI; Warner																		ac0a7672c1c4974993473b058d815252	28569470	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Just the way you are	English	Just the way you are	Germany	Blue Door Records Christian Lösch		Just the way you are							2010-12-03	2010-12-03	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821287	4260149821287	1290407208966	1290407208966_00127		1290407208966_01_02.flac	1	2	Just the way you are (Karaoke)	English		Just the way you are							Front	No	DEHT41000870	No	2011 Blue Door Records	I have no master rights	Germany	Germany	CAIN, KHARI; HERNANDEZ, PETER GENE; LAWRENCE, PHILIP MARTIN; LEVINE,ARI; WALTON, KHALIL	Universal; EMI; Warner																		20e8079f3b94f52ab21951c73ff2c328	27218011	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
The Time (Dirty Bit)	English	The Time of my Life	Germany	Blue Door Records Christian Lösch		The Time of my Life							2010-12-03	2010-12-03	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821270	4260149821270	1290187229387	1290187229387_00127		1290187229387_01_01.flac	1	1	The Time (Dirty Bit)	English		The Time of my Life							Front	No	DEHT41000867	No	2011 Blue Door Records	I have no master rights	Germany	Germany	DE NICOLA, JOHN ALBERT; MARKOWITZ, DONALD JAY; PREVITE, FRANKE JON	EMI APRIL MUSIC INC; SONY-ATV TUNES LLC																		49fbc4f3a26e8053aece2ac5b86c98d6	38377283	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
The Time (Dirty Bit)	English	The Time of my Life	Germany	Blue Door Records Christian Lösch		The Time of my Life							2010-12-03	2010-12-03	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Electronic	Electronic	2011 Blue Door Records	4260149821270	4260149821270	1290187229387	1290187229387_00127		1290187229387_01_02.flac	1	2	The Time (Dirty Bit)[Karaoke]	English		The Time of my Life							Front	No	DEHT41000868	No	2011 Blue Door Records	I have no master rights	Germany	Germany	DE NICOLA, JOHN ALBERT; MARKOWITZ, DONALD JAY; PREVITE, FRANKE JON	EMI APRIL MUSIC INC; SONY-ATV TUNES LLC																		caed6175a6be223f3a80a06118e32071	36086659	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_01.flac	1	1	Cooler than me	English		BEST OF 2010							Front	No	DEHT41000841	No	2011 Blue Door Records	I have no master rights	Germany	Germany	HOLLJES, ERIC RICHARDL; POSNER, MICHAEL ROBERT HENRION	SONY ATV																		3ea4824c5f9611202844c6661dc44738	28392499	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_02.flac	1	2	Teenage Dream	English		BEST OF 2010							Front	No	DEHT41000842	No	2011 Blue Door Records	I have no master rights	Germany	Germany	GOTTWALD, LUKASZ; LEVIN, BENJAMIN MAX; MARTIN MC KEE; BONNIE PERRY,KATY	BONNIE MCKEE; MUSIC COPYRIGHT CONTROL SHARES; KASZ MONEY PUBLISHING; KOBALT MUSIC PUBLISHING LIMITED																		c57845e75570a40b4cca4017356cbfbb	30615868	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_03.flac	1	3	Ich will mit Dir fliegen	English		BEST OF 2010							Front	No	DEHT41000843	No	2011 Blue Door Records	I have no master rights	Germany	Germany	christensen, alex; köhnemann, peter	EMI, alex christensen																		1f54b08aae478e114863b95872128584	28407389	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_04.flac	1	4	Du kannst noch nicht mal richtig lügen	English		BEST OF 2010							Front	No	DEHT41000844	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Bohlen, Dieter; Berg, Andrea; Lukas, Oliver	Blue Obsession Music OHG																		3990127f12b558d70e6979a65fa2718b	29926682	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_05.flac	1	5	Ich bau Dir ein Schloss	English		BEST OF 2010							Front	No	DEHT41000845	No	2011 Blue Door Records	I have no master rights	Germany	Germany	HOEMIG, REINER	MOEVE-MUSIKVERLAG; XTREME SOUND, EDITION																		1ffc9b1bbba11168d267f16fde563d1d	26330962	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_06.flac	1	6	Ich bin solo	English		BEST OF 2010							Front	No	DEHT41000846	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Sutherland, Gavin Maurice	Universal																		80c40ee33970d3db60dd0319989720f3	29071037	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_07.flac	1	7	Tränen lügen nicht 2010	English		BEST OF 2010							Front	No	DEHT41000847	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Holm, Michael	Emi Italy																		fa3d29d064070abc14822c59512ddb42	25604154	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_08.flac	1	8	Somewhere Over the Rainbow	English		BEST OF 2010							Front	No	DEHT41000848	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ARLEN, HAROLD	EMI PARTNERSHIP MUSIKVERLAG GMBH; FEIST LEO INC																		1e032e91d2f12f00d9086a8839ab2111	21779488	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_09.flac	1	9	DJ got us fallin’ in love	English		BEST OF 2010							Front	No	DEHT41000849	No	2011 Blue Door Records	I have no master rights	Germany	Germany	KOTECHA, SAVAN HARISH; MAX, MARTIN; PEREZ, ARMANDO CHRISTIAN; SCHUSTER, JOHAN KARL	EMI BLACKWOOD MUSIC INC; UNIVERSAL/MCA MUSIC PUBLISHING GMBH																		6860f5b8e1e70189b9af2533cdf9ac7c	31386307	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_10.flac	1	10	Only Girl (in the world)	English		BEST OF 2010							Front	No	DEHT41000850	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ERIKSEN, MIKKEL STORLEER; HERMANSEN, TOR ERIK; JOHNSON, CRYSTAL NICOLE; WILHELM, SANDY JULIEN	EMI MUSIC PUBLISHING LTD																		cc8aeafc471608b2f9bd98367442a23c	32026225	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_11.flac	1	11	Nein, Mann!	English		BEST OF 2010							Front	No	DEHT41000851	No	2011 Blue Door Records	I have no master rights	Germany	Germany	HOFFMANN, TIM; REINHARD, NIELS	Edition Weplay																		96116e7a184a33ee2a886b520fa78800	37868007	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_12.flac	1	12	Schenk mir Dein Herz	English		BEST OF 2010							Front	No	DEHT41000852	No	2011 Blue Door Records	I have no master rights	Germany	Germany	KRAUTMACHER, HENNING	Edition Höhner																		35e6512bbe784687669951db149a2c97	30190184	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BEST OF 2010 – Party, Pop & Powerhits	English	BEST OF 2010	Germany	Blue Door Records Christian Lösch		BEST OF 2010							2010-11-26	2010-11-26	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149821256	4260149821256	1290097180757	1290097180757_00121		1290097180757_01_13.flac	1	13	7 Tage Sonnenschein (Party-Mix 2010)	English		BEST OF 2010							Front	No	DEHT41000853	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Busse; Rupprich	Barbados Edition																		1f27c337b2212dd0782aed2ec4b7f585	26720962	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
